ID,Monitoring,Year,DOY,Max_Depth,Latitude,Longitude,Date,Depth,Long,lagoslakei
21MICH-640049/2012/127/12,21MICH-640049,2012,127,12,43.55931086,-86.4826815,5/6/2012 0:00,0,-86.4826815,3049
21MICH-640089/2008/165/12,21MICH-640089,2008,165,12,43.77272778,-86.4327592,6/13/2008 0:00,0,-86.4327592,2155
21MICH-670056/2010/145/24,21MICH-670056,2010,145,24,43.86684001,-85.1960327,5/25/2010 0:00,0,-85.1960327,3709
21MICH-670062/2006/154/9,21MICH-670062,2006,154,9,44.02278976,-85.2834796,6/3/2006 0:00,0,-85.2834796,2962
21MICH-670121/2004/133/24,21MICH-670121,2004,133,24,43.9967646,-85.415129,5/12/2004 0:00,0,-85.415129,1037
21MICH-670227/2004/127/14,21MICH-670227,2004,127,14,43.96221652,-85.4003736,5/6/2004 0:00,0,-85.4003736,95784
21MICH-700422/2007/153/16,21MICH-700422,2007,153,16,43.16795925,-85.852611,6/2/2007 0:00,0,-85.852611,4070
21MICH-720026/2005/137/40,21MICH-720026,2005,137,40,44.48752715,-84.7482329,5/17/2005 0:00,0,-84.7482329,1362
21MICH-720028/2005/137/40,21MICH-720028,2005,137,40,44.48752715,-84.7482329,5/17/2005 0:00,0,-84.7482329,1362
21MICH-750136/2018/135/21,21MICH-750136,2018,135,21,41.80491363,-85.5450438,5/15/2018 0:00,0,-85.5450438,954
21MICH-750139/2002/140/12,21MICH-750139,2002,140,12,41.9933885,-85.5748274,5/20/2002 0:00,0,-85.5748274,1509
21MICH-750142/2000/124/18,21MICH-750142,2000,124,18,41.92992229,-85.737739,5/3/2000 0:00,0,-85.737739,1025
21MICH-800159/2007/122/12,21MICH-800159,2007,122,12,42.12264495,-85.7896333,5/2/2007 0:00,0,-85.7896333,481
21MICH-800241/2001/139/24,21MICH-800241,2001,139,24,42.08857741,-85.8312197,5/19/2001 0:00,0,-85.8312197,2289
21MICH-800260/2012/136/15,21MICH-800260,2012,136,15,42.20295133,-85.9828827,5/15/2012 0:00,0,-85.9828827,1630
21MICH-800261/2021/150/18,21MICH-800261,2021,150,18,42.17000826,-85.9750278,5/30/2021 0:00,0,-85.9750278,1849
21MICH-800483/2003/136/15,21MICH-800483,2003,136,15,42.07941559,-86.1944921,5/16/2003 0:00,0,-86.1944921,43937
21MICH-800535/2002/152/19,21MICH-800535,2002,152,19,42.07192069,-86.2040103,6/1/2002 0:00,0,-86.2040103,74894
21MICH-810266/2017/164/11,21MICH-810266,2017,164,11,42.20203928,-83.9517761,6/13/2017 0:00,0,-83.9517761,106073
21MICH-810276/2014/136/15,21MICH-810276,2014,136,15,42.39301846,-84.0069546,5/16/2014 0:00,0,-84.0069546,683
LRBOI-MANS/2006/142/15,LRBOI-MANS,2006,142,15,44.24049075,-86.3013655,5/22/2006 0:00,0,-86.3013655,4134
LRBOI-TDAM/2007/143/15,LRBOI-TDAM,2007,143,15,44.25792663,-85.9249152,5/23/2007 0:00,0,-85.9249152,6389
LRBOI-TMAN/2006/129/15,LRBOI-TMAN,2006,129,15,44.25792663,-85.9249152,5/9/2006 0:00,0,-85.9249152,6389
LRBOI-TPINE/2008/164/15,LRBOI-TPINE,2008,164,15,44.25792663,-85.9249152,6/12/2008 0:00,2,-85.9249152,6389
LRBOI_WQX-ManS/2006/142/15,LRBOI_WQX-ManS,2006,142,15,44.24049075,-86.3013655,5/22/2006 0:00,0,-86.3013655,4134
LRBOI_WQX-TDam/2007/143/15,LRBOI_WQX-TDam,2007,143,15,44.25792663,-85.9249152,5/23/2007 0:00,1,-85.9249152,6389
LRBOI_WQX-TMan/2006/129/15,LRBOI_WQX-TMan,2006,129,15,44.25792663,-85.9249152,5/9/2006 0:00,0,-85.9249152,6389
LRBOI_WQX-TPine/2008/164/15,LRBOI_WQX-TPine,2008,164,15,44.25792663,-85.9249152,6/12/2008 0:00,2,-85.9249152,6389
LCOWIS_WQX-BB-1/2011/159/8.8392,LCOWIS_WQX-BB-1,2011,159,8.8392,45.88127131,-91.2511493,6/8/2011 0:00,0,-91.2511493,4830
LCOWIS_WQX-E-16/2013/161/28.0416,LCOWIS_WQX-E-16,2013,161,28.0416,45.90346187,-91.1353578,6/10/2013 0:00,0,-91.1353578,5258
LCOWIS_WQX-GRS-1/2012/165/18.288,LCOWIS_WQX-GRS-1,2012,165,18.288,45.93527182,-91.4154174,6/13/2012 0:00,0,-91.4154174,4392
LCOWIS_WQX-LCO-4/2012/124/27.432,LCOWIS_WQX-LCO-4,2012,124,27.432,45.89516111,-91.4345627,5/3/2012 0:00,0,-91.4345627,4947
LCOWIS_WQX-LLCO-1/2012/165/14.0208,LCOWIS_WQX-LLCO-1,2012,165,14.0208,45.88473855,-91.3914839,6/13/2012 0:00,0,-91.3914839,4773
LCOWIS_WQX-OSP-1/2011/153/9.7536,LCOWIS_WQX-OSP-1,2011,153,9.7536,45.97832712,-91.2992041,6/2/2011 0:00,0,-91.2992041,5267
LCOWIS_WQX-Pike-1/2012/164/5.1816,LCOWIS_WQX-Pike-1,2012,164,5.1816,45.87272594,-91.2988428,6/12/2012 0:00,0,-91.2988428,1501
LCOWIS_WQX-RND-2/2013/157/22.5552,LCOWIS_WQX-RND-2,2013,157,22.5552,46.01687127,-91.3043316,6/6/2013 0:00,0,-91.3043316,4710
LCOWIS_WQX-SND-1/2011/160/15.24,LCOWIS_WQX-SND-1,2011,160,15.24,45.85220808,-91.4956571,6/9/2011 0:00,0,-91.4956571,4611
LCOWIS_WQX-WHT-1/2011/157/32.004,LCOWIS_WQX-WHT-1,2011,157,32.004,45.86522815,-91.4435738,6/6/2011 0:00,0,-91.4435738,4560
STOCKBRIDGE_MUNSEE-BIG LAKE/2021/131/12.192,STOCKBRIDGE_MUNSEE-BIG LAKE,2021,131,12.192,44.92808354,-88.7675831,5/11/2021 0:00,0,-88.7675831,1647
STOCKBRIDGE_MUNSEE-KoL/2021/131/11.5824,STOCKBRIDGE_MUNSEE-KoL,2021,131,11.5824,44.91272838,-88.7553402,5/11/2021 0:00,0,-88.7553402,1228
STOCKBRIDGE_MUNSEE-MiL/2021/132/12.192,STOCKBRIDGE_MUNSEE-MiL,2021,132,12.192,44.87691083,-88.7645478,5/12/2021 0:00,0,-88.7645478,2615
WIDNR_WQX-033100/1994/166/27.7368,WIDNR_WQX-033100,1994,166,27.7368,45.58378735,-91.921208,6/15/1994 0:00,0,-91.921208,5367
WIDNR_WQX-093053/2002/162/22.2504,WIDNR_WQX-093053,2002,162,22.2504,45.27786376,-91.4831218,6/11/2002 0:00,0,-91.4831218,4353
WIDNR_WQX-093054/1995/163/7.9248,WIDNR_WQX-093054,1995,163,7.9248,45.21342776,-91.3671755,6/12/1995 0:00,0,-91.3671755,2142
WIDNR_WQX-093056/1995/159/10.668,WIDNR_WQX-093056,1995,159,10.668,45.18859807,-91.3726175,6/8/1995 0:00,0,-91.3726175,2985
WIDNR_WQX-093069/1989/164/30.7848,WIDNR_WQX-093069,1989,164,30.7848,45.25577337,-91.4030401,6/13/1989 0:00,0,-91.4030401,5293
WIDNR_WQX-093107/1996/163/11.8872,WIDNR_WQX-093107,1996,163,11.8872,45.11766349,-91.3379472,6/11/1996 0:00,1,-91.3379472,4268
WIDNR_WQX-093111/1995/163/13.1064,WIDNR_WQX-093111,1995,163,13.1064,45.07205787,-90.942122,6/12/1995 0:00,0,-90.942122,5479
WIDNR_WQX-093148/1996/164/13.716,WIDNR_WQX-093148,1996,164,13.716,45.16980384,-91.3459207,6/12/1996 0:00,1,-91.3459207,1929
WIDNR_WQX-093149/1995/165/9.7536,WIDNR_WQX-093149,1995,165,9.7536,45.15301855,-91.3047579,6/14/1995 0:00,0,-91.3047579,3038
WIDNR_WQX-093150/1995/165/8.2296,WIDNR_WQX-093150,1995,165,8.2296,45.10091592,-91.2919189,6/14/1995 0:00,0,-91.2919189,456
WIDNR_WQX-093151/1995/165/11.8872,WIDNR_WQX-093151,1995,165,11.8872,45.08859304,-91.3146637,6/14/1995 0:00,0,-91.3146637,5296
WIDNR_WQX-093152/1995/163/10.0584,WIDNR_WQX-093152,1995,163,10.0584,45.22875393,-91.2503842,6/12/1995 0:00,0,-91.2503842,719
WIDNR_WQX-093153/1995/163/11.2776,WIDNR_WQX-093153,1995,163,11.2776,45.07885879,-91.078742,6/12/1995 0:00,0,-91.078742,4252
WIDNR_WQX-093157/1996/164/7.9248,WIDNR_WQX-093157,1996,164,7.9248,45.19962048,-91.316922,6/12/1996 0:00,1,-91.316922,2493
WIDNR_WQX-093158/1996/164/10.3632,WIDNR_WQX-093158,1996,164,10.3632,45.19450629,-91.3231276,6/12/1996 0:00,1,-91.3231276,2315
WIDNR_WQX-133120/1990/162/18.9,WIDNR_WQX-133120,1990,162,18.9,43.28753833,-89.6522131,6/11/1990 0:00,0,-89.6522131,2746
WIDNR_WQX-1535000/1998/156/17,WIDNR_WQX-1535000,1998,156,17,45.7894247,-89.7406382,6/5/1998 0:00,-1,-89.7406382,4647
WIDNR_WQX-1541100/1999/162/13,WIDNR_WQX-1541100,1999,162,13,45.8997418,-89.7206242,6/11/1999 0:00,0,-89.7206242,648
WIDNR_WQX-1541300/1998/154/13,WIDNR_WQX-1541300,1998,154,13,45.9068142,-89.7008403,6/3/1998 0:00,-1,-89.7008403,925
WIDNR_WQX-1541500/1999/162/13,WIDNR_WQX-1541500,1999,162,13,45.9063386,-89.6902355,6/11/1999 0:00,0,-89.6902355,2870
WIDNR_WQX-1542400/1999/160/18,WIDNR_WQX-1542400,1999,160,18,45.8719409,-89.6969747,6/9/1999 0:00,0,-89.6969747,5325
WIDNR_WQX-1542700/1999/160/26,WIDNR_WQX-1542700,1999,160,26,45.8307045,-89.6475227,6/9/1999 0:00,0,-89.6475227,276520
WIDNR_WQX-1835300/1981/155/21,WIDNR_WQX-1835300,1981,155,21,46.0173745,-89.6148908,6/4/1981 0:00,0,-89.6148908,5248
WIDNR_WQX-1842400/1981/126/20,WIDNR_WQX-1842400,1981,126,20,46.0017362,-89.6130121,5/6/1981 0:00,0,-89.6130121,4722
WIDNR_WQX-1844700/1998/153/12,WIDNR_WQX-1844700,1998,153,12,46.0437754,-89.7158509,6/2/1998 0:00,-1,-89.7158509,1336
WIDNR_WQX-1881900/1981/155/18,WIDNR_WQX-1881900,1981,155,18,46.0086459,-89.6997036,6/4/1981 0:00,0,-89.6997036,906
WIDNR_WQX-193012/1997/126/15.8496,WIDNR_WQX-193012,1997,126,15.8496,45.85277775,-88.4209217,5/6/1997 0:00,1,-88.4209217,4485
WIDNR_WQX-193027/1997/126/13.716,WIDNR_WQX-193027,1997,126,13.716,45.87988306,-88.5593263,5/6/1997 0:00,1,-88.5593263,4241
WIDNR_WQX-203077/1990/165/14.3256,WIDNR_WQX-203077,1990,165,14.3256,43.67504436,-88.1705572,6/14/1990 0:00,0,-88.1705572,4836
WIDNR_WQX-2321100/1998/154/19,WIDNR_WQX-2321100,1998,154,19,46.0064106,-89.8353844,6/3/1998 0:00,-1,-89.8353844,4772
WIDNR_WQX-2321600/1999/162/30,WIDNR_WQX-2321600,1999,162,30,46.0651414,-89.8527129,6/11/1999 0:00,0,-89.8527129,4982
WIDNR_WQX-2331600/1981/140/36,WIDNR_WQX-2331600,1981,140,36,46.0413585,-89.6712654,5/20/1981 0:00,0,-89.6712654,4664
WIDNR_WQX-2334700/1999/161/19,WIDNR_WQX-2334700,1999,161,19,46.1547397,-89.7696993,6/10/1999 0:00,0,-89.7696993,530
WIDNR_WQX-2335500/1999/161/9,WIDNR_WQX-2335500,1999,161,9,46.1508532,-89.6951094,6/10/1999 0:00,0,-89.6951094,1223
WIDNR_WQX-2336800/1999/159/12,WIDNR_WQX-2336800,1999,159,12,46.1729139,-89.6169457,6/8/1999 0:00,0,-89.6169457,5368
WIDNR_WQX-2340500/1999/161/8,WIDNR_WQX-2340500,1999,161,8,46.06343,-89.5228689,6/10/1999 0:00,0,-89.5228689,4021
WIDNR_WQX-2759000/1999/162/9,WIDNR_WQX-2759000,1999,162,9,46.2096533,-89.4736772,6/11/1999 0:00,2,-89.4736772,96686
WIDNR_WQX-283122/1991/161/13.4112,WIDNR_WQX-283122,1991,161,13.4112,43.00096081,-88.9917295,6/10/1991 0:00,0,-88.9917295,5286
WIDNR_WQX-283123/1990/162/17.0688,WIDNR_WQX-283123,1990,162,17.0688,43.07817962,-88.9303823,6/11/1990 0:00,0,-88.9303823,5119
WIDNR_WQX-2954500/1999/159/15,WIDNR_WQX-2954500,1999,159,15,46.1992869,-89.6722164,6/8/1999 0:00,0,-89.6722164,5538
WIDNR_WQX-2960400/1998/157/8,WIDNR_WQX-2960400,1998,157,8,46.1983143,-89.5704261,6/6/1998 0:00,-1,-89.5704261,616
WIDNR_WQX-2960600/1998/156/6,WIDNR_WQX-2960600,1998,156,6,46.2061874,-89.5892162,6/5/1998 0:00,0,-89.5892162,2609
WIDNR_WQX-303053/1998/153/8.2296,WIDNR_WQX-303053,1998,153,8.2296,42.55976279,-88.0991237,6/2/1998 0:00,1,-88.0991237,2042
WIDNR_WQX-363064/2019/150/12.192,WIDNR_WQX-363064,2019,150,12.192,44.10333176,-88.0372014,5/30/2019 0:00,1,-88.0372014,5450
WIDNR_WQX-493099/1993/165/18.288,WIDNR_WQX-493099,1993,165,18.288,45.49460665,-92.4205276,6/14/1993 0:00,0,-92.4205276,4862
WIDNR_WQX-523120/1993/130/15.24,WIDNR_WQX-523120,1993,130,15.24,42.68772246,-88.2423254,5/10/1993 0:00,0,-88.2423254,4244
WIDNR_WQX-523124/1989/158/15.24,WIDNR_WQX-523124,1989,158,15.24,42.82788218,-88.1327012,6/7/1989 0:00,0,-88.1327012,4468
WIDNR_WQX-553067/1989/164/30.48,WIDNR_WQX-553067,1989,164,30.48,45.29936546,-91.3571779,6/13/1989 0:00,0,-91.3571779,5261
WIDNR_WQX-553132/1998/163/21.6408,WIDNR_WQX-553132,1998,163,21.6408,45.3417319,-91.4735795,6/12/1998 0:00,1,-91.4735795,5478
WIDNR_WQX-563056/1989/166/9.7536,WIDNR_WQX-563056,1989,166,9.7536,45.17483528,-92.6163133,6/15/1989 0:00,0,-92.6163133,5002
WIDNR_WQX-563058/1989/166/10.668,WIDNR_WQX-563058,1989,166,10.668,45.05689408,-92.6454355,6/15/1989 0:00,0,-92.6454355,490
WIDNR_WQX-563081/1993/165/19.2024,WIDNR_WQX-563081,1993,165,19.2024,45.05321092,-92.6976717,6/14/1993 0:00,0,-92.6976717,4297
WIDNR_WQX-573060/1990/157/12.192,WIDNR_WQX-573060,1990,157,12.192,43.60268876,-90.1840753,6/6/1990 0:00,0,-90.1840753,1043
WIDNR_WQX-573121/2000/145/14.3256,WIDNR_WQX-573121,2000,145,14.3256,43.4173519,-89.7316274,5/24/2000 0:00,0,-89.7316274,4504
WIDNR_WQX-573124/1990/157/10.9728,WIDNR_WQX-573124,1990,157,10.9728,43.60666174,-90.0925003,6/6/1990 0:00,0,-90.0925003,4900
WIDNR_WQX-583046/1996/142/27.432,WIDNR_WQX-583046,1996,142,27.432,45.89516111,-91.4345627,5/21/1996 0:00,0,-91.4345627,4947
WIDNR_WQX-603120/1995/165/18.5928,WIDNR_WQX-603120,1995,165,18.5928,43.80641289,-88.013714,6/14/1995 0:00,0,-88.013714,5114
WIDNR_WQX-643451/2015/125/12.192,WIDNR_WQX-643451,2015,125,12.192,45.98520721,-88.9998036,5/5/2015 0:00,1,-88.9998036,5404
WIDNR_WQX-653123/1994/130/16.764,WIDNR_WQX-653123,1994,130,16.764,42.77075826,-88.5678089,5/10/1994 0:00,0,-88.5678089,2736
WIDNR_WQX-653124/1994/130/16.764,WIDNR_WQX-653124,1994,130,16.764,42.77075826,-88.5678089,5/10/1994 0:00,0,-88.5678089,2736
WIDNR_WQX-653125/1994/130/16.764,WIDNR_WQX-653125,1994,130,16.764,42.77075826,-88.5678089,5/10/1994 0:00,0,-88.5678089,2736
WIDNR_WQX-653126/1993/130/11.5824,WIDNR_WQX-653126,1993,130,11.5824,42.75727451,-88.6965,5/10/1993 0:00,0,-88.6965,3636
WIDNR_WQX-673123/1993/161/13.716,WIDNR_WQX-673123,1993,161,13.716,43.31229889,-88.3323458,6/10/1993 0:00,0,-88.3323458,2878
WIDNR_WQX-673202/1993/161/14.6304,WIDNR_WQX-673202,1993,161,14.6304,43.24448119,-88.2764012,6/10/1993 0:00,0,-88.2764012,4671
WIDNR_WQX-683127/1992/128/19.812,WIDNR_WQX-683127,1992,128,19.812,42.91328083,-88.1412872,5/7/1992 0:00,0,-88.1412872,5403
WIDNR_WQX-804600/1995/129/22,WIDNR_WQX-804600,1995,129,22,43.0683177,-89.3581385,5/9/1995 0:00,0,-89.3581385,4559
WIDNR_WQX-805400/1995/143/25,WIDNR_WQX-805400,1995,143,25,43.105,-89.41994,5/23/1995 0:00,0,-89.41994,5371
WIDNR_WQX-985100/1996/123/19,WIDNR_WQX-985100,1996,123,19,43.2875384,-89.6522131,5/2/1996 0:00,0,-89.6522131,2746
11NPSWRD_WQX-VOYA_01/2006/159/16,11NPSWRD_WQX-VOYA_01,2006,159,16,48.53872246,-92.9955063,6/8/2006 0:00,0,-92.9955063,2068
11NPSWRD_WQX-VOYA_02/2006/159/16,11NPSWRD_WQX-VOYA_02,2006,159,16,48.53872246,-92.9955063,6/8/2006 0:00,0,-92.9955063,2068
11NPSWRD_WQX-VOYA_03/2006/160/13,11NPSWRD_WQX-VOYA_03,2006,160,13,48.53253407,-92.9507856,6/9/2006 0:00,0,-92.9507856,75577
11NPSWRD_WQX-VOYA_04/2006/160/15,11NPSWRD_WQX-VOYA_04,2006,160,15,48.52401039,-92.9197798,6/9/2006 0:00,0,-92.9197798,1520
11NPSWRD_WQX-VOYA_07/2006/160/6,11NPSWRD_WQX-VOYA_07,2006,160,6,48.48359014,-92.8435271,6/9/2006 0:00,0,-92.8435271,103523
11NPSWRD_WQX-VOYA_08/2006/152/6,11NPSWRD_WQX-VOYA_08,2006,152,6,48.4769029,-92.8452386,6/1/2006 0:00,0,-92.8452386,89242
11NPSWRD_WQX-VOYA_10/2006/152/5,11NPSWRD_WQX-VOYA_10,2006,152,5,48.46784103,-92.8116925,6/1/2006 0:00,0,-92.8116925,140524
11NPSWRD_WQX-VOYA_11/2006/163/10,11NPSWRD_WQX-VOYA_11,2006,163,10,48.51707036,-92.8085614,6/12/2006 0:00,0,-92.8085614,109682
11NPSWRD_WQX-VOYA_12/2006/163/8,11NPSWRD_WQX-VOYA_12,2006,163,8,48.51422226,-92.7917248,6/12/2006 0:00,0,-92.7917248,88149
11NPSWRD_WQX-VOYA_13/2006/164/8,11NPSWRD_WQX-VOYA_13,2006,164,8,48.52781763,-92.7820741,6/13/2006 0:00,0,-92.7820741,92270
11NPSWRD_WQX-VOYA_15/2006/153/19,11NPSWRD_WQX-VOYA_15,2006,153,19,48.50833806,-92.7608021,6/2/2006 0:00,0,-92.7608021,52867
11NPSWRD_WQX-VOYA_16/2006/156/28,11NPSWRD_WQX-VOYA_16,2006,156,28,48.49899119,-92.8123133,6/5/2006 0:00,0,-92.8123133,1342
11NPSWRD_WQX-VOYA_19/2006/158/13,11NPSWRD_WQX-VOYA_19,2006,158,13,48.39802918,-92.6425462,6/7/2006 0:00,0,-92.6425462,2880
11NPSWRD_WQX-VOYA_20/2006/157/16,11NPSWRD_WQX-VOYA_20,2006,157,16,48.41583084,-92.5354664,6/6/2006 0:00,0,-92.5354664,1402
11NPSWRD_WQX-VOYA_21/2006/157/29,11NPSWRD_WQX-VOYA_21,2006,157,29,48.39686863,-92.522822,6/6/2006 0:00,0,-92.522822,587
11NPSWRD_WQX-VOYA_22/2006/157/24,11NPSWRD_WQX-VOYA_22,2006,157,24,48.33651369,-92.4884969,6/6/2006 0:00,0,-92.4884969,933
GPC5_WQX-L_TLR_1/2008/141/8,GPC5_WQX-L_TLR_1,2008,141,8,47.9345367,-89.8283019,5/20/2008 0:00,0,-89.8283019,139153
GPC5_WQX-L_TRT_1/2014/147/6,GPC5_WQX-L_TRT_1,2014,147,6,47.95126082,-89.8455746,5/27/2014 0:00,0,-89.8455746,217
LEECHLAK_WQX-C-31089600-l-RR/2010/137/9,LEECHLAK_WQX-C-31089600-l-RR,2010,137,9,47.6244656,-93.9582635,5/17/2010 0:00,0,-93.9582635,50743
MNDNR-01-0070-00-1/2009/166/16,MNDNR-01-0070-00-1,2009,166,16,46.648798,-93.378886,6/15/2009 0:00,0,-93.378886,116597
MNDNR-03-0085-00-2/2017/137/26,MNDNR-03-0085-00-2,2017,137,26,47.128824,-95.397727,5/17/2017 0:00,0,-95.397727,1884
MNDNR-09-0057-00-1/2016/147/11,MNDNR-09-0057-00-1,2016,147,11,46.643,-92.9179,5/26/2016 0:00,0,-92.9179,1029
MNDNR-11-0203-00-1/2016/127/46,MNDNR-11-0203-00-1,2016,127,46,47.164309,-94.40429,5/6/2016 0:00,0,-94.40429,996
MNDNR-16-0077-00-3/2016/165/34,MNDNR-16-0077-00-3,2016,165,34,47.9981,-90.1747,6/13/2016 0:00,0,-90.1747,2060
MNDNR-16-0192-00-1/2016/165/8,MNDNR-16-0192-00-1,2016,165,8,47.8941,-90.4977,6/13/2016 0:00,0,-90.4977,2242
MNDNR-16-0194-00-1/1998/152/10,MNDNR-16-0194-00-1,1998,152,10,47.895332,-90.409565,6/1/1998 0:00,0,-90.409565,126754
MNDNR-16-0228-00-1/1999/160/24,MNDNR-16-0228-00-1,1999,160,24,48.066356,-90.440718,6/9/1999 0:00,0,-90.440718,3260
MNDNR-16-0247-00-1/1999/161/21,MNDNR-16-0247-00-1,1999,161,21,48.068,-90.5345,6/10/1999 0:00,0,-90.5345,4196
MNDNR-16-0337-00-1/1999/160/26,MNDNR-16-0337-00-1,1999,160,26,48.0777,-90.5917,6/9/1999 0:00,0,-90.5917,1687
MNDNR-29-0184-00-1/2017/156/26,MNDNR-29-0184-00-1,2017,156,26,47.018,-95.004,6/5/2017 0:00,0,-95.004,2111
MNDNR-34-0154-00-1/2003/160/12,MNDNR-34-0154-00-1,2003,160,12,45.259,-94.9605,6/9/2003 0:00,0,-94.9605,1834
MNDNR-34-0181-00-1/2000/164/7,MNDNR-34-0181-00-1,2000,164,7,45.1327,-95.0625,6/12/2000 0:00,0,-95.0625,77359
MNDNR-35-0003-00-1/2016/160/9,MNDNR-35-0003-00-1,2016,160,9,48.723007,-96.632618,6/8/2016 0:00,0,-96.632618,52829
MNDNR-37-0046-00-1/2001/163/5,MNDNR-37-0046-00-1,2001,163,5,45.12129,-96.009833,6/12/2001 0:00,0,-96.009833,1736
MNDNR-38-0028-00-1/2018/143/19,MNDNR-38-0028-00-1,2018,143,19,47.587155,-91.065812,5/23/2018 0:00,0,-91.065812,265
MNDNR-38-0058-00-1/2006/163/5,MNDNR-38-0058-00-1,2006,163,5,47.6392,-91.1274,6/12/2006 0:00,0,-91.1274,342
MNDNR-38-0256-00-1/2001/163/7,MNDNR-38-0256-00-1,2001,163,7,47.6086,-91.2537,6/12/2001 0:00,0,-91.2537,1022
MNDNR-38-0258-00-1/2016/127/7,MNDNR-38-0258-00-1,2016,127,7,47.6141,-91.2398,5/6/2016 0:00,0,-91.2398,2040
MNDNR-38-0393-00-1/2018/134/12,MNDNR-38-0393-00-1,2018,134,12,47.6241,-91.2744,5/14/2018 0:00,0,-91.2744,1137
MNDNR-38-0422-00-1/2002/148/8,MNDNR-38-0422-00-1,2002,148,8,47.630955,-91.294438,5/28/2002 0:00,0,-91.294438,110751
MNDNR-38-0551-00-1/2017/159/8,MNDNR-38-0551-00-1,2017,159,8,47.695076,-91.52266,6/8/2017 0:00,0,-91.52266,68340
MNDNR-38-0552-00-1/2019/161/5,MNDNR-38-0552-00-1,2019,161,5,47.698699,-91.507338,6/10/2019 0:00,0,-91.507338,108658
MNDNR-38-0665-00-1/2006/137/5,MNDNR-38-0665-00-1,2006,137,5,47.705274,-91.6465,5/17/2006 0:00,0,-91.6465,59050
MNDNR-38-0737-00-1/2018/151/4,MNDNR-38-0737-00-1,2018,151,4,47.731092,-91.666904,5/31/2018 0:00,0,-91.666904,26765
MNDNR-48-0002-00-14/2017/135/13,MNDNR-48-0002-00-14,2017,135,13,46.2385,-93.6428,5/15/2017 0:00,0,-93.6428,2498
MNDNR-87-0180-00-1/1998/146/9,MNDNR-87-0180-00-1,1998,146,9,44.6938,-96.2939,5/26/1998 0:00,0,-96.2939,276200
MNPCA-01-0001-00-101/1996/143/9,MNPCA-01-0001-00-101,1996,143,9,46.1841,-93.0777,5/22/1996 0:00,0,-93.0777,1460
MNPCA-01-0015-00-201/2015/138/7,MNPCA-01-0015-00-201,2015,138,7,46.8301691,-93.146571,5/18/2015 0:00,0,-93.146571,958
MNPCA-01-0024-00-201/2015/138/6,MNPCA-01-0024-00-201,2015,138,6,46.82575339,-93.1906734,5/18/2015 0:00,0,-93.1906734,1522
MNPCA-01-0027-00-201/2016/144/24,MNPCA-01-0027-00-201,2016,144,24,46.58215625,-93.1920027,5/23/2016 0:00,0,-93.1920027,99104
MNPCA-01-0046-00-201/2014/139/23,MNPCA-01-0046-00-201,2014,139,23,46.93268819,-93.2803664,5/19/2014 0:00,0,-93.2803664,96047
MNPCA-01-0057-00-201/2015/146/15,MNPCA-01-0057-00-201,2015,146,15,46.94044694,-93.2758951,5/26/2015 0:00,1,-93.2758951,91938
MNPCA-01-0058-00-201/2015/146/8,MNPCA-01-0058-00-201,2015,146,8,46.97004601,-93.2379446,5/26/2015 0:00,0,-93.2379446,71080
MNPCA-01-0059-00-101/2015/139/10,MNPCA-01-0059-00-101,2015,139,10,46.95522163,-93.211384,5/19/2015 0:00,0,-93.211384,467
MNPCA-01-0062-00-228/2008/154/24,MNPCA-01-0062-00-228,2008,154,24,46.74358901,-93.2725799,6/2/2008 0:00,0,-93.2725799,3607
MNPCA-01-0071-01-101/1994/166/10,MNPCA-01-0071-01-101,1994,166,10,46.64581774,-93.3660392,6/15/1994 0:00,0,-93.3660392,532
MNPCA-01-0087-00-202/2016/138/14,MNPCA-01-0087-00-202,2016,138,14,46.41564376,-93.4766826,5/17/2016 0:00,0,-93.4766826,3586
MNPCA-01-0089-00-205/2016/138/36,MNPCA-01-0089-00-205,2016,138,36,46.4874387,-93.4925441,5/17/2016 0:00,0,-93.4925441,3978
MNPCA-01-0091-00-204/2016/144/16,MNPCA-01-0091-00-204,2016,144,16,46.46236567,-93.5417531,5/23/2016 0:00,0,-93.5417531,58705
MNPCA-01-0096-00-201/2004/132/15,MNPCA-01-0096-00-201,2004,132,15,46.5100858,-93.4637567,5/11/2004 0:00,0,-93.4637567,3560
MNPCA-01-0099-00-205/1987/131/13,MNPCA-01-0099-00-205,1987,131,13,46.64297998,-93.5249289,5/11/1987 0:00,0,-93.5249289,1067
MNPCA-01-0102-00-202/1989/145/12,MNPCA-01-0102-00-202,1989,145,12,46.63903978,-93.4987956,5/25/1989 0:00,0,-93.4987956,2895
MNPCA-01-0104-00-201/2016/144/11,MNPCA-01-0104-00-201,2016,144,11,46.62514408,-93.5446784,5/23/2016 0:00,0,-93.5446784,591
MNPCA-01-0105-00-101/1996/143/5,MNPCA-01-0105-00-101,1996,143,5,46.6289,-93.499,5/22/1996 0:00,0,-93.499,1895
MNPCA-01-0120-00-201/2016/144/12,MNPCA-01-0120-00-201,2016,144,12,46.48103407,-93.5832581,5/23/2016 0:00,0,-93.5832581,107365
MNPCA-01-0125-00-202/2016/139/18,MNPCA-01-0125-00-202,2016,139,18,46.44444556,-93.6493575,5/18/2016 0:00,0,-93.6493575,2071
MNPCA-01-0129-00-101/2016/139/11,MNPCA-01-0129-00-101,2016,139,11,46.50400874,-93.606602,5/18/2016 0:00,0,-93.606602,1616
